review,sentiment,,
"The eighth, and thus second-to-last short of the Animatrix ones, this is the only one quite like this. This takes two of the main types of filmed entertainment inspirations of The Matrix, and combines them unbelievably well. This is immensely faithful to the trilogy in that aspect, the tone. The animation is a gorgeous, breathtaking Animé. The style, which is omnipresent in this, is Noir. The plot is fitting, and the story-telling, as well, as the music, is spot-on. The sound in general is fantastic, and really helps solidify the mood and atmosphere, along with the drawings and designs. The voice acting is impeccable. This is one of only two where people also in the movies reprise their roles, and both have Anne-Moss, who is the only of them appearing in this. This is one of the best of the nine, and also one of my personal favorites. This is about ten minutes long. The pacing is perfect. It never slows down terribly much, but it's not overwhelming, either. The ending could not have been more appropriate for this. This shares a nine and a half-minutes long making of with Kid's Story, and it's well-done and informative. I recommend this warmly to any fan of the universe and the two genres that this is made up of. 8/10",1,,
"This is strictly a review of the pilot episode as it appears on DVD.<br /><br />Television moved out of my life in 1981, so I never followed the series or any part of it - which means that I'm immune to the nostalgic charm that Moonlighting appears to have for most reviewers. <br /><br />(Possible spoiler warning) <br /><br />The pilot of Moonlighting is your basic ""caveman meets fluffball"" yarn, where a ""charming"" red-blooded he-man manipulates a misguided woman into realizing what she really wants and needs. The premises that the script's ""wit"" is based on must have already felt stale around 1950. It also contains some frankly bad writing, as in the scene where Maddie demolishes the furnishings instead of shooting the villain, strictly in order to prove herself the inept female in need of masculine assistance. <br /><br />I often feel that Susan Faludi overreacts in seeing male chauvinist conspiracy in simple entertainment, but in this particular case I'm all with her - Moonlighting has BACKLASH stamped all over it. <br /><br />In one sense, however, this DVD is a must for all serious Bruce Willis fans: in addition to the pilot episode, it contains the screen test that landed Willis the job. Both features show to what amazing extent Willis' acting ability developed between 1985 and 1988/89 (Die Hard 1, In Country). Impressive! <br /><br />Rating (and I _am_ a Bruce Willis fan): 2 out of 10",0,,
"Greystoke: The Legend of Tarzan, Lord of the Apes is based on the classic book Tarzan of the Apes by Edgar Rice Burroughs and is a more faithful adaptation to the classic book, the film has some great scenery like the Jungles of South Africa to the Greystoke mansion, the acting is also great. Chirstopher Lambert did a great performance as Tarzan, it was also his first English speaking role. The film has some funny moments, sad moments and touching moments that makes this a real classic.<br /><br />The film sees a boat crashing in the Jungles of South Africa and some time later they have a son named John, the Apes go into the hut and one of them kills the Father. The Apes then take him to where they live and adopt him as one of their own, as the years go by John grows up and learns to be more like the Apes. In his teens his Foster Mom gets attacked by Native Hunters and soon killed by them, years later a group of people are going to Africa on a expedition. After setting up camp they're soon attacked by the Natives, most escape but Capitaine Phillippe D'Arnot is left behind injured by some of the arrows. After hiding he meets John now an adult who takes him to his home and takes care of his wounds, after a while Phillippe starts to teach John how to speak English and teach him that he's not one of the Apes but a person. When Phillippe goes to leave John goes with him, after sometime they arrive at Greystoke manor where the Sixth Earl of Greystoke is shown his long lost Grandson, John is shown his bedroom and picture of his true Mom and Dad. John also meets Jane Porter and slowly as they get to know each other he begins to have feelings for her, when it's Christmas the Sixth Earl of Greystoke slides down the stairs killing himself. John then starts to miss the Jungle and wants to return but Phillipe tells him to stay since everything they had done would be for nothing. John is then torn between his life as a Greystoke and the Lord of the Apes.<br /><br />Greystoke: The Legend of Tarzan, Lord of the Apes is a great classic that should be seen. 10/10",1,,
"As the title suggests there is a philosophical, meritocratic thread running through this film: if a man has the talent and looks to find his way into society and money what might be the outcome if he is denied it for failing to have the X factor? This question is unsatisfactorily dealt with in this adaptation of Patricia Highsmith's book and left me rather cold along the way.<br /><br />Matt Damon is the Ripley of the title and apart from blagging his way on a funded jaunt to Europe falls under the spell of his commissioned target, Dickie Greenleaf (Law). Homoeroticism and social insecurity get all tangled up in a violent conflagration which escalated and complicate themselves for the rest of the movie. Law, Damon and the damningly pleasant Paltrow as Dickie's girlfriend are OK. I liked Philip Seymour Hoffman's cameo-ish Freddie Miles, the bluff society friend that Ripley can never be. The problem is that the story is lumpen without arc - or redemption, for that matter - which makes it rather difficult to swallow. 4/10",0,,
"A truly, truly dire Canadian-German co-production, the ever-wonderful Rosanna Arquette plays an actress whose teenage daughter redefines the term ""problem child"" - a few uears prior to the ""action"" the child murdered her father, and mum took the fall for the offspring. Now she's moved up to the Northwest US to start over, but her child still has a problem in that she's devoted to her mother. So devoted in fact that she kills anyone who might be seen as a threat to their bond.<br /><br />Unfortunately Mandy Schaeffer (as the daughter) murders more than people - she delivers such a terrible performance that she also wipes out the movie, though the incoherent script, useless direction and appalling music (check out the saxophone the first time she displays her bikini-clad bod) don't help any; we're supposed to find her sexy and scary, but she fails on both counts. Almost completely unalluring and not even bad enough to be amusing (not to mention the fact that Arquette and Schaeffer don't really convince as mother and daughter), all condolences to Miss Arquette and Jurgen Prochnow, both of whom are worthy of far more than this, and both of whom (particularly Rosanna) are the only sane reasons for anyone to sit through this farrago.<br /><br />One of the production companies is called Quality International Films - not since the three-hour ""Love, Lies And Murder"" (from Two Short Productions) has there been such a ""You must be joking"" credit.",0,,
"I was aware of Man of the Year's critical pans and unremarkable gross, but was prepared to give the film the benefit of the doubt because I know good pictures can fall under the radar during the crowded release schedule of the Fall months.<br /><br />What I found out was that the movie is surprisingly uninspired. Surprising is an understatement considering Barry Levinson's gift for political satire (demonstrated in Good Morning Vietnam and Wag the Dog) and Robin Williams' obvious comic gifts. Robin Williams, in fact, is mysteriously underused. On the ""Making Of"" featurette that comes with the DVD, Barry Levinson talked about how sometimes he let Robin Williams improvise off the script, like it was some naughty secret of his. Umare you really that much of a moron, Barry Levinson? Whenever you have Robin Williams in your film and want to use him for his comic abilities (basically, every movie he's been in other than Insomnia or One Hour Photo), don't cage him within a script. Let him ad-lib whatever he wants because he is the funnier than anything anyone else can write for him and his uncontained comic rants can instantly raise the bar on any mediocre movie like RV or Patch Adams. What I found even more baffling in his failure to make use of Robin Williams was that back in 1987, Levinson used this exact formula to perfection in Good Morning Vietnam, injecting Robin Williams' bursts of comic zaniness into a war picture to make a resounding political piece.<br /><br />So the film isn't as much of a laugh-fest as it could be and feels awkwardly lost in its tone. If the film had potential to work as anything, it might have made one of those thrillers from the mid-'90s in the style of The Pelican Brief, The Fugitive, or one of those Jack Ryan films. Its plot centered around an employee at a Silicon Valley company uncovering a glitch in a system that reveals that the country elected the wrong president and the efforts of the CEOs to eliminate her before the secret gets out, so if you replaced Robin Williams with some Harrison-Ford-type actor, or perhaps even Harrison Ford himself, added a couple more explosions, and maybe that's where the movie was trying to go. I'll never really know and it's not worth it to try to find out.",0,,
"This would have been so much fun to see in a theater, back in 1996. There is a guilty pleasure corner of my movie taste which really appreciates really well done shocker movies.<br /><br />""The Dentist"" is panned sometimes probably because people usually have strong feelings over dental matters. Maybe the ADA launched a campaign against it, since dentists report they have to apologize for this movie and for ""The Marathon Man"" (which only has one scene comparable to the many in ""The Dentist"").<br /><br />It's amazing to note that according to the trivia page, the movie was shot in 21 days. Of course, post production can take longer than movie shooting sometimes and the editing for ""The Dentist"" is picture perfect. The quick cuts heighten the tension so much that in the scene where the Dentist ""takes care"" of his wife there's only two quick cuts showing what is happening. The rest is left to our very fertile imaginations! Corbin Bernsen was a good choice for the role since he has lots of experience playing psychologically ""off"" characters and he completely sold the obsessive compulsive aspects of the dentist.<br /><br />For me the pacing of the movie was just right. The film makers reveal the wife's naughtiness in just the right way. All of the characters in the dental office look like they are actual people working in a real office. There's lots of tension while they are dealing with impatient people awaiting the dentist's arrival. Meanwhile the dentist is off on the cusp of a huge psychotic breakdown! Unlike so many movies of this genre, the script is very very tight. All the victims fall into the dentist's trap in very calculated ways. Two law enforcement types even get involved in a little subplot that ends up creating a shocker of a showdown near the end.<br /><br />Definitely not for the faint of heart or the dental-phobic but a real roller coaster ride and heavily recommended for fans of intelligent gorefests.",1,,
"Alfred Hitchcock has made many brilliant thrillers, and many of them have gone on to be hailed as some of the greatest films of all time. One film that tends to get somewhat lost under the Vertigo's and the Psycho's is this film; Strangers on a Train, the most compelling film that Hitchcock ever made. The story follows Guy Haines, a tennis player and a man soon to be wed to the Senator's daughter, if he can get a divorce from his current wife. One day, on the way to see his wife, he meets the mentally unstable Bruno Anthony aboard a train and soon gets drawn into a murder plot that he can neither stop nor stall; and one that could ultimately cost him his life.<br /><br />The conversation aboard the train between Bruno and Guy is one of the cinema's most intriguing and thought provoking of all time. What if two people ""swapped"" murders, thus resolving themselves of all suspicion of the crime, and rendering their motive irrelevant? Could this truly be the perfect murder? What makes this film all the more frightening is that the events that Guy is lead into could happen to any, normal everyday person. Everyone has someone they'd like to get rid of, so what if you met an insane man aboard a train that does your murder for you and then forces you to do his? The chances of it happening are unlikely, but it's the idea that anyone could be a murderer that is central to the message of Strangers on a Train; and in this situation, anyone could. <br /><br />Is there any actor on earth that could have portrayed the character of Bruno Anthony any better than Robert Walker? The man was simply born for the part. He manages to capture just the right mood for his character and absolutely commands every scene he is in. The character of Bruno is a madman, but he's not a lunatic; he's a calculating, conniving human being and Robert Walker makes the character believable. His performance is extremely malevolent, and yet understated enough to keep the character firmly within the realms of reality. Unfortunately, Robert Walker died just one year after the release of Strangers on a Train, and I believe that is a great loss to cinema. Nobody in the cast shines as much as Walker does, but worth mentioning is his co-star Farley Granger. Granger never really impresses that much, but his performance is good enough and he holds his own against Walker. Also notable about his performance is that he portrays his character as a very normal person; and that is how it should be. Ruth Roman is Guy's wife to be. She isn't really in the film enough to make a lasting impression, but she makes the best of what she has. Alfred Hitchcock's daughter, Patricia, takes the final role of the four central roles as Barbara, the sister of Guy's fiancé. She is suitably lovely in this role, and she tends to steal a lot of the scenes that she is in.<br /><br />Alfred Hitchcock's direction is always sublime, and it is very much so in this film. There is one shot in particular, that sees the murder of the film being committed in the reflection of a pair of sunglasses. This is an absolutely brilliant shot, and one that creates a great atmosphere for the scene. Hitchcock's direction is moody throughout, and very much complies with the film noir style. The climax to the film is both spectacular and exciting, and I don't think that anyone but Hitchcock could have pulled it off to the great effect that it was shown in this film. It's truly overblown, and out of turn from the rest of the movie; but it works. There is a reason that Hitchcock is often cited as the greatest director of all time, and the reason for that is that he doesn't only use the script to tell the film's story, but he also uses to camera to do so as well. Strangers on a Train is one of the greatest thrillers ever made. Its story is both intriguing and thought provoking, and is sure to delight any fan of cinema. A masterpiece.",1,,
"My first opinions on this movie were of course bad.I was expecting a horrible, crappy acting, bad entertainment, ridiculous special effects movie.What I got was actually not that bad.The special effects were absolutely horrible, but I found the movie itself quite interesting, and the script was actually pretty good and decent.The acting wasn't THAT bad, and overall I had fun watching this movie.It's still a pretty bad film, but it's not completely worthless like I thought it was going to be, and I'm pleased to know that this movie managed to wow me, even when it wasn't that good.Overall, it's a film that should be avoided, but to me it wasn't as bad as I was expecting it to be.",0,,
"Some films just fade away, but Tourist Trap has withstood the test of time and has justifiably become a cult favorite. Though not completely original--it owes much to The Texas Chainsaw Massacre, it holds its own with a sense of humor, genuine creepy moments, a brilliant score by Pino Donaggio, and the fun performances by Chuck Connors and the cast. Don't let the PG rating keep you away, this film proves that gratuitous gore and nudity are not needed in every horror film to make it entertaining. Those elements are usually used to cover the lack of thrills in a film. Here, the scares are merited and effective. Plus, only Chuck Connors could carry a scene in which he has to share soup with a mannequin! A classic scene indeed. Now more accessible on DVD in widescreen, this film is a must for fans of '70s horror fare.",1,,
"It is unfortunate that between this film, In the Valley of Elah, Lions for Lambs, and Home of the Brave seem to all be based upon common stereotypes about veterans from the wars in Iraq and Afghanistan. The boozing, the fighting, the short-fuses, the broken marriages, guys freaking out and digging a foxhole in their front yard when they're drunk, etc etc etc.<br /><br />Does it happen - yes, but not as often as one would think after having watched any of these movies. I think that it is unfortunate that these directors/producers/writers choose to grind their axe against the political establishment by portraying soldiers in such an atypical way. In this particular film, Kimberly Peirce didn't even throw us a bone, like showing the new children that were born while a family member was deployed, or the kid who grew up in some ghetto who can now afford college thanks to the GI Bill, or the couple who can afford a house, or start a new business, earn their citizenship, etc etc etc. Instead, we are treated to the stereotypes because the people who made this film only want to show you the bad side.<br /><br />A couple of issues with the film itself: 1) somebody screwed up by putting Phillippe in for a Bronze Star with V after he led his squad down a tight alleyway after having been baited by a gunman in a taxi. Pretty stupid, but yes, it happens. 2) the humvees didn't have any turret armor, so we are supposed to believe it is a near the beginning of the war, yet every soldier and their brother has an ACOG and every possible attachment for their M4? sorry, don't think so 3) Timothy Olyphant as a Lieutenant Colonel? It's hard to believe, but I just checked an he turned 40 in May, so the timing isn't too off. 4) He strikes two soldiers to escape being sent to jail after saying that he wouldn't return to Iraq (upon having learned that he had been stop-lossed). So he's a fugitive. Then, when he finally turns himself in at the end, and they take him back, he keeps his rank and deploys with the same unit? Sorry don't think so.<br /><br />I can only describe it as one giant stereotype of the Army and the Infantry. Do some of the events portrayed in this movie happen to some soldiers, yes. However, in this film you get practically every stereotype in the space of about 100 minutes, and really things just aren't like that for most soldiers returning. I wish the director had made a point of doing a little better research instead of starting off with her agenda and then making a film.<br /><br />Of the movies I mentioned at the beginning of this post, the best one is probably Lions for Lambs, which is more a commentary on the sad state of Generation Y+ than it is about the Wars in Iraq or Afghanistan or the Bush Administration. If you really want to see this film wait for cable or Netflix it, don't pay cash directly to rent it.",0,,
"I'm not usually one to slate a film . I try to see the good points and not focus on the bad ones, but in this case, there are almost no good points. In my opinion, if you're going to make something that bad, why bother? Part of the film is take up with shots of Anne's face while she breaths deeply, and violin music plays in the background. the other part is filled with poor and wooden acting. Rupert Penry Jones is expressionless. Jennifer Higham plays Anne's younger sister with modern mannerisms. Anne is portrayed as being meek and self effacing, which is fine at the beginning, but she stays the same all through the film, and you see no reason for captain Wentworth to fall in love with her. Overall the production lacks any sense of period, with too many mistakes to be overlooked, such as running out of the concert, kissing in the street, running about in the streets with no hat on (why was this scene in the film at all? the scene in the book was one of the most romantic scenes written.). To sum it up, a terrible film, very disappointing.",0,,
"At first glance this gives the impression that it is going to be a laughable blaxploitation flick, and it does contain moments where it veers in that direction. However, the basic story idea is much stronger than might be expected, and is a respectable effort at portraying racial issues in the World War II era Army. The recognizable cast is hit and miss, with Glynn Turman, Richard Pryor and the underused Billy Dee Williams faring best. Stephen Boyd, however, stops just short of twirling his bushy mustache in an overindulgent star turn.<br /><br />The obviously low budget leads to inconsistency in the production values. The locations are great, the effects and action are weak. Imagine if ""Saving Private Ryan"" had consisted of half the platoon getting killed exactly the same way Vin Diesel's Caparzo had (except we do get to see the shot because they effects can't handle it), then Hanks, Damon and Burns drove around in a jeep and shot five Germans for the climax. Yet, the denouement, with the heroic soldiers receiving no respect for their accomplishment because they are black, and Boyd's racist Captain being effected by this, is compelling, as are the sequences of of Turman's character writing in a journal of his imagined exploits if the soldiers were allowed to fight instead of digging latrines.<br /><br />In short, ""Black Brigade/Carter's Army"" doesn't quite succeed. But it's a respectable failure, not a bad joke. It could be remade as a very good film, and, as it stands, is an interesting effort.",0,,
"I question anyone saying they don't care for this movie. Some reviewers have said it didn't have enough action, some said it was too long, etc. Don't listen to them!!! If you like Shawshank Redemption and/or Braveheart, you will definitely love this movie!<br /><br />The acting performances are superb! Tim Roth, John Hurt and Jessica Lang are allsuperb and Liam Neeson does an admarible job and is a very imposing character because of his size. The Cinemaphotography was brilliant and breathtaking. It is onw of the few movies I have seen in my life (along with Shawshank) that was virtually flawless from casting, directing, writing, acting, etc.!!!<br /><br />I was amazed this wasn't in the top 50 or 100 movies reviewed. I felt so passionately about it that I just registered with IMDB so I could let everyone know the real scoop. I have seen this movie about 10 times (each time with a different person) and everyone has loved it! You must be awake and pay attention carefully for the first 30 minutes because they introduce quite a few characters in the beginning. If you have the attention span longer than most of these juvenille kids writing reviews for the movies on this site, than you will love this movie! Come on...all 3 Lord of the Rings movies in the top 9 and the Matrix at #32?!?! That should show you the age range of most reviewers here!<br /><br />This is a top 50 movie!!!",1,,
"Peaches is truly a marvelous film. I write this to refute a review from someone called 'Auscrit', that has appeared on this site. First of all the idea that either Monahans first film 'The Interview' is somehow TV is an extraordinary statement. Here is a film that has been significantly praised around the world as is simply one of the best Australian Films ever made. It fully deserved to win best picture. Peaches is a brave, bold and courageous departure. For me it works on every level and I have now seen it twice. Monahan is a filmmaker who is demonstrating great skill and incredible sensitivity. For 'Auscrit' to make the comment that it is another TV movie etc and that Hugo Weaving is no good simply does not 'get' the film. Or more particularly does not want to get it. Frankly it is the sort of comment that one expects from either another filmmaker who is jealous or bitter or both. Or someone from inside the industry either distribution, exhibition or bureaucracy. Your average punter, I have found just does not write comments like that. I have noticed other comments on the site and reference to the film Sommersault. One has to wonder what people think they are looking at. Unfortunately in Australia at the time SS was released the push was, if you did not like it then there was something wrong with you not the film. This manipulation of the media is pretty common down under. The reality is the only similarity between the two films are that they are rights of passage films. Unfortunately for me SS is a film about nothing, that could have been told in 15 minutes. I see it as a one dimensional film about anxiety. Peaches in comparison is a master piece. Personally I cannot wait to what Monahan does next as he is clearly way ahead of any of his contemporaries when it comes to cinema. In conclusion if the film does not win all at this years AFI's and IF awards, then it is a rigged game. As for Auscrit, please find something more constructive do with your time",1,,
"This film requires a lot of patience. Because it focuses on mood and character development, the plot is very simple and many of the scenes take place on the same set - in Frances Austen's (the Sandy Dennis character) apartment. But the film builds to a disturbing climax.<br /><br />The characters create an atmosphere rife with sexual tension and psychological trickery. It's very interesting that Robert Altman directed this, considering the style and structure of his other films. Still, the trademark Altman audio style is evident here and there. I think what really makes this film work is the brilliant performance by Sandy Dennis. It's definitely one of her darker characters, but she plays it so perfectly and convincingly that it's scary. Michael Burns does a good job as the ""mute"" young man. Regular Altman player Michael Murphy has a small part. The solemn, moody set fits the content of the story very well. In short, this movie is a powerful study of loneliness, sexual repression, and desperation. Be patient, soak up the atmosphere, and pay attention to the wonderfully written script.<br /><br />I praise Robert Altman. This is one of his many films that deals with unconventional, fascinating subject matter. This film is disturbing, but it's sincere and it's sure to elicit a strong emotional response from the viewer. If you want to see an unusual film - some might even say bizarre - this is worth the time.<br /><br />Unfortunately, it's very difficult to find in video stores. You may have to buy it off the internet.",1,,
"Not since ""8 Heads in a Duffel Bag"" and the ""How High"" previews<br /><br />have I laughed so little at something that the film makers thought<br /><br />would be hysterical.<br /><br />Jerry Lewis is the richest man in the world. He is rejected as 4-F<br /><br />by the army, and decides to use his money to raise his own army-<br /><br />of about half a dozen. He then impersonates a Nazi commander in<br /><br />Italy, and eventually tries to kill Hitler. That is the description of the<br /><br />flimsy plot.<br /><br />This film is as funny as a heart attack. This film makes ""Hogan's<br /><br />Heroes"" look like Shakespeare. If the money men of ""The<br /><br />Producers"" had really wanted to lose their cash, they should have<br /><br />shown this film. I cannot stress how bad this thing is.<br /><br />Lewis' direction consists of two different cameras shooting the<br /><br />action from two different angles, then being edited together. This<br /><br />sitcom type of direction works on television, but here it is an<br /><br />obvious attempt to cheat the audience. He ends most of his<br /><br />scenes with a still shot, as if giving the viewer a chance to double<br /><br />over in stitches before going to the next tired set up. I spent most of<br /><br />the movie doubled over in abdominal agony, accompanied with<br /><br />severe flatulence, over this thing.<br /><br />Lewis, the director and producer, sets the film in 1943, but makes<br /><br />no attempt to use period costumes or sets. Everyone wears the<br /><br />latest style and has the latest interior design...for 1970. The<br /><br />supporting cast is lost as Lewis goes off on his patented tangents,<br /><br />which last as long as major surgery and are just as painful to<br /><br />watch. When Lewis becomes the Nazi commander, he spends the<br /><br />last half of the film screaming at the top of his lungs in a<br /><br />performance so odious as to stink up any good will you try to bring<br /><br />in at the beginning.<br /><br />The final embarassing shot has Lewis and his cronies trying to<br /><br />put one over on the Japanese. They wear buck teeth, squint their<br /><br />eyes, and talk in a ""funny"" accent. It may be one of the most<br /><br />blatantly racist occurrences since the internment camps. I was<br /><br />slack jawed at what Lewis did through this whole thing, but that put<br /><br />me over the edge. Watch for Kaye Ballard's very tasteless scene<br /><br />where she tries to attempt suicide over and over again.<br /><br />""Star Trek""'s George Takei has two small scenes, then wisely<br /><br />drops out of the picture. This has less laughs than Mel Brooks' last<br /><br />three films combined. There is nothing sadder than watching a<br /><br />formerly respected comedian screw up a project so horribly, you<br /><br />actually feel ashamed for them. Jim Carrey learned that with ""The<br /><br />Majestic,"" but Jerry Lewis still shows up on television once in a<br /><br />while pulling the same unfunny schtick. I feel sorry for him.<br /><br />""Which Way to the Front?"" is cheap, unfunny, offensive, and stupid.<br /><br />I feel bad for everyone involved, and anyone who must endure this.<br /><br />I do not recommend it.<br /><br />Though rated (G), this contains some physical violence, some gun<br /><br />violence, and some adult situations. If your child shows interest in<br /><br />seeing this, please consult professional help.<br /><br />",0,,
"It sounded so promising in the Rental Store, the premise sounded great and I couldnt wait to get home and watch it. It was Apalling the Diologue is Dreadful, The Action is Extremely badly Scripted and the Plot takes a nosedive from the beginning. Gutenberg puts in a pathetic performance, Sean Bean tries his best but with a script this bad there wasnt much he could do.<br /><br />This isnt even worth watching, even if you can get it for free (borrow it off a friend for instance) Dont as you will regret it and waste 90 Minuites of your life.<br /><br />0/10",0,,
"Don't be fooled by the plot out-line as it is described on the cover (at least the Swedish version). The story on this seems rather interesting, with speculative hints. Nothing can be further from the truth. This is the absolute most sad movie experience I've ever had... It is plain and right AWFUL and should not be sold or rented to anyone. If you still think the plot seems intriguing, reflect on this: telephones can move, run and kill people as can also any other electric appliance. It can throw things at you, haunt you and run after you. PLEASE DO NOT WATCH THIS MOVIE it is a disgrace for the horror genre...",0,,
"This is without doubt the worst movie i have ever seen. And believe me, I have seen a lot of movies. The unbelievable twist the movie makes - going from an extremely bad ""Alien lifeforms inhabit earth"" movie with sickening bad acting, to a film that tries to spread an Archchristian ""Judgement day is at hand, seek Jesus or though shall burn for all eternity in the fiery debts of hell"" message - left me stunned after being tormented for 85 minutes. Even religious Christians must be ashamed or furious by watching their beliefs being posted like this. I didn't know what to do with myself when I watched the horrible acting that could have been performed by 7-year-olds. Simply disgusting. I am not a Christian nor very religious. But if I had been, I would no longer be afraid of Hell. Rich Christiano has shown be something much, much worse.",0,,
"It's exactly what I expected from it. Relaxing, humorous and entertaining. The acting couple was awesome, as well as the scene selection. I personally recommend this. It's kind of the movie that can be seen by whole family at the same time without anyone feeling uncomfortable or getting bored. This cute movie will make you smile, and laugh too. And the action scenes are tasty. Classics of modern american comedy. And very well done.",1,,
"I was born in '68 with not much parental guidance as far as what I watched on TV (as a kid in the 70's). I always loved this movie (and the French Connection) and would always try to catch it whenever it was on (checking the Sunday TV guide ahead of time). I bought it on DVD a few years ago and have watched it twice since then and I must say, I STILL LOVE IT!!!! Roy S. was a great actor from the 70's (Jaws is one of my all-time favs, Marathon Man etc) and although the 7-ups is not an Oscar-worthy film, it puts you precisely in a time a place (NY, early 70's, as did French Connection) and gives you some tough characters and a glimpse of life as a cop at that time. And yes, the car chase is one of the all-time best.",1,,
"Occasionally on talk shows a good topical debate sparks some interesting opinions from the audience, unfortunately there is always some desperately sad person seeking acceptance who will end any interesting debate instantly by getting up and saying the proverbial ""Everyone should get along and love each other"" as they know they are guaranteed to get applause and affirmation, as no one would dare disagree.<br /><br />Well they are the same people who marked this film as good, why did they do that? INSECURITY. Anyway that's all I'll say on that matter.<br /><br />The Film, it starts of reasonably interestingly so you hope it will build, and if like me you've settled in with a nice couple of glasses of wine and some cheese then you will give it even more of a chance simply because you can't be bothered to move.<br /><br />But then you daydream, you wander, your mind drifts of onto other things, why? because the Director did too! he took his foot off the gas, and then he realized 'ooops' so to compensate he accelerates hard, but then he drifts again, and again so do you, the story slows, the plot thins and almost disappears, you even wonder to yourself 'so what happened again?' as you ponder your screen will show Nick Nolte running around with some supposed purpose, but you will have long since cared as to what he is doing and he will appear as nothing more than a screen saver in the background to your day dreaming.<br /><br />Michael Moriarty who plays John Converse has an amazing ability to speak without moving his lips or indeed his face, somewhat like a ventriloquist, he must have gone to the Nicolas Cage school of expressionless facial acting, or he was attacked by the Phantom Botox injector.<br /><br />Tuesday Weld was to play Marge Converse, but instead she played Mia Farrow to perfection.<br /><br />In all there are hundreds of thousands of films to see, so leave this one to one of the last, you see I've just wasted an evening watching it when I could have watched or done something else, learn by my mistake, nights off relaxing are precious so don't waste one watching this boring tale, do anything else, dust off that old game of Cluedo, practice gurning for the evening or have an argument with a loved one, trim your nose hair, get rid of unused files on our laptop, it will be time better spent what ever you should choose.",0,,
"John Wayne & Albert Dekker compete for oil rights on Indian territory, and for the attention of Martha Scott in this Republic Pictures film shot out of Utah, USA.<br /><br />An interesting Western of sorts due to its characters and its more modern setting, with Wayne & Dekker playing the old and new factions of the West. It's based on a story by Thomson Burtis who co-writes the script along with Eleanore Griffin and Ethel Hill. Albert Rogell directs in the workmanlike way that befits his career. A pretty mundane story is in truth saved by its final third, where thankfully the action picks up and we are treated to something resembling a pulse. The light hearted approach to the romantic strand doesn't sit quite right, and a glorious fist fight between the two protagonists is ruined by Rogell being unable to disguise the stunt men doing the work. But hey, stunt men deserve their moment of glory always. Solid support comes from George 'Gabby' Hayes and Wayne as usual has much screen charisma, particularly when rattling off his pistol. But in spite of its better than usual Republic budget, it remains a film of interest only to 1940s Wayne enthusiasts. 4/10",0,,
"In Crystal City, a group of Mormons hire the horse traders Travis (Ben Johnson) and Sandy (Harry Carey Jr.) as wagon masters to lead their caravan to San Juan River. Along the journey, they meet first the broken wagon without water of the quack Dr. A. Locksley Hall (Alan Mowbray) and the prostitutes Denver (Joanne Dru) and Fleuretty Phyffe (Ruth Clifford). Then the sadistic outlaws Clegg boys decide to join the Mormon caravan to disguise the patrol leaded by the Sheriff of Crystal City that is chasing them. When the Navajos cross their path, they are invited to visit their hamlet for a dancing party. When the wagon train is near to their destination, the Clegg boys threaten the settlers, forcing Sandy and Travis to take an attitude.<br /><br />""Wagon Master"" is another great western of John Ford. The sequences with the wagon train crossing the desert and the hills are impressive. The adventure of the group of Mormons is funny and very entertaining and the songs fit well to the plot despite being dated. My vote is eight.<br /><br />Title (Brazil): ""Caravana dos Bravos"" (""Caravan of the Braves"")",1,,
